Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[205]    0.0    0.00    0.00      36         void std::__do_alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&, std::integral_constant<bool, true>) [205]
                0.00    0.00      36/36          std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&) [206]
-----------------------------------------------
                0.00    0.00      36/36          void std::__do_alloc_on_move<std::allocator<int> >(std::allocator<int>&, std::allocator<int>&, std::integral_constant<bool, true>) [205]
[206]    0.0    0.00    0.00      36         std::remove_reference<std::allocator<int>&>::type&& std::move<std::allocator<int>&>(std::allocator<int>&) [206]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> >&&) [203]
[207]    0.0    0.00    0.00      36         std::remove_reference<std::vector<int, std::allocator<int> >&>::type&& std::move<std::vector<int, std::allocator<int> >&>(std::vector<int, std::allocator<int> >&) [207]
-----------------------------------------------
                0.00    0.00      36/36          Piece::to_string() [66]
[208]    0.0    0.00    0.00      36         std::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(char const*, std::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [208]
                0.00    0.00      36/260         std::remove_reference<std::string&>::type&& std::move<std::string&>(std::string&) [112]
-----------------------------------------------
                0.00    0.00      29/29          Piece** std::__copy_move_backward_a<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [211]
[209]    0.0    0.00    0.00      29         Piece** std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<Piece*>(Piece* const*, Piece* const*, Piece**) [209]
-----------------------------------------------
                0.00    0.00      29/29          void std::vector<Piece*, std::allocator<Piece*> >::_M_insert_aux<Piece*>(__gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > >, Piece*&&) [47]
[210]    0.0    0.00    0.00      29         Piece** std::move_backward<Piece**, Piece**>(Piece**, Piece**, Piece**) [210]
                0.00    0.00      58/58          std::_Miter_base<Piece**>::iterator_type std::__miter_base<Piece**>(Piece**) [176]
                0.00    0.00      29/29          Piece** std::__copy_move_backward_a2<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [212]
-----------------------------------------------
                0.00    0.00      29/29          Piece** std::__copy_move_backward_a2<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [212]
[211]    0.0    0.00    0.00      29         Piece** std::__copy_move_backward_a<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [211]
                0.00    0.00      29/29          Piece** std::__copy_move_backward<true, true, std::random_access_iterator_tag>::__copy_move_b<Piece*>(Piece* const*, Piece* const*, Piece**) [209]
-----------------------------------------------
                0.00    0.00      29/29          Piece** std::move_backward<Piece**, Piece**>(Piece**, Piece**, Piece**) [210]
[212]    0.0    0.00    0.00      29         Piece** std::__copy_move_backward_a2<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [212]
                0.00    0.00      87/150         std::_Niter_base<Piece**>::iterator_type std::__niter_base<Piece**>(Piece**) [131]
                0.00    0.00      29/29          Piece** std::__copy_move_backward_a<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [211]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Piece*, std::allocator<Piece*> >::max_size() const [214]
[213]    0.0    0.00    0.00      28         std::_Vector_base<Piece*, std::allocator<Piece*> >::_M_get_Tp_allocator() const [213]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Piece*, std::allocator<Piece*> >::_M_check_len(unsigned long, char const*) const [231]
[214]    0.0    0.00    0.00      28         std::vector<Piece*, std::allocator<Piece*> >::max_size() const [214]
                0.00    0.00      28/28          std::allocator_traits<std::allocator<Piece*> >::max_size(std::allocator<Piece*> const&) [216]
                0.00    0.00      28/28          std::_Vector_base<Piece*, std::allocator<Piece*> >::_M_get_Tp_allocator() const [213]
-----------------------------------------------
                0.00    0.00      28/28          std::allocator_traits<std::allocator<Piece*> >::max_size(std::allocator<Piece*> const&) [216]
[215]    0.0    0.00    0.00      28         unsigned long std::allocator_traits<std::allocator<Piece*> >::_S_max_size<std::allocator<Piece*> const, void>(std::allocator<Piece*> const&, int) [215]
                0.00    0.00      28/42          __gnu_cxx::new_allocator<Piece*>::max_size() const [180]
-----------------------------------------------
                0.00    0.00      28/28          std::vector<Piece*, std::allocator<Piece*> >::max_size() const [214]
[216]    0.0    0.00    0.00      28         std::allocator_traits<std::allocator<Piece*> >::max_size(std::allocator<Piece*> const&) [216]
                0.00    0.00      28/28          unsigned long std::allocator_traits<std::allocator<Piece*> >::_S_max_size<std::allocator<Piece*> const, void>(std::allocator<Piece*> const&, int) [215]
-----------------------------------------------
                0.00    0.00      21/21          Piece** std::__copy_move_a<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [219]
[217]    0.0    0.00    0.00      21         Piece** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Piece*>(Piece* const*, Piece* const*, Piece**) [217]
-----------------------------------------------
                0.00    0.00      21/21          Piece** std::uninitialized_copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**) [221]
[218]    0.0    0.00    0.00      21         Piece** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**) [218]
                0.00    0.00      21/21          Piece** std::copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**) [224]
-----------------------------------------------
                0.00    0.00      21/21          Piece** std::__copy_move_a2<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [220]
[219]    0.0    0.00    0.00      21         Piece** std::__copy_move_a<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [219]
                0.00    0.00      21/21          Piece** std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<Piece*>(Piece* const*, Piece* const*, Piece**) [217]
-----------------------------------------------
                0.00    0.00      21/21          Piece** std::copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**) [224]
[220]    0.0    0.00    0.00      21         Piece** std::__copy_move_a2<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [220]
                0.00    0.00      63/150         std::_Niter_base<Piece**>::iterator_type std::__niter_base<Piece**>(Piece**) [131]
                0.00    0.00      21/21          Piece** std::__copy_move_a<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [219]
-----------------------------------------------
                0.00    0.00      21/21          Piece** std::__uninitialized_copy_a<std::move_iterator<Piece**>, Piece**, Piece*>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**, std::allocator<Piece*>&) [222]
[221]    0.0    0.00    0.00      21         Piece** std::uninitialized_copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**) [221]
                0.00    0.00      21/21          Piece** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**) [218]
-----------------------------------------------
                0.00    0.00      21/21          Piece** std::__uninitialized_move_if_noexcept_a<Piece**, Piece**, std::allocator<Piece*> >(Piece**, Piece**, Piece**, std::allocator<Piece*>&) [223]
[222]    0.0    0.00    0.00      21         Piece** std::__uninitialized_copy_a<std::move_iterator<Piece**>, Piece**, Piece*>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**, std::allocator<Piece*>&) [222]
                0.00    0.00      21/21          Piece** std::uninitialized_copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**) [221]
-----------------------------------------------
                0.00    0.00       7/21          void std::vector<Piece*, std::allocator<Piece*> >::_M_emplace_back_aux<Piece* const&>(Piece* const&) [48]
                0.00    0.00      14/21          void std::vector<Piece*, std::allocator<Piece*> >::_M_insert_aux<Piece*>(__gnu_cxx::__normal_iterator<Piece**, std::vector<Piece*, std::allocator<Piece*> > >, Piece*&&) [47]
[223]    0.0    0.00    0.00      21         Piece** std::__uninitialized_move_if_noexcept_a<Piece**, Piece**, std::allocator<Piece*> >(Piece**, Piece**, Piece**, std::allocator<Piece*>&) [223]
                0.00    0.00      42/42          std::move_iterator<Piece**> std::__make_move_if_noexcept_iterator<Piece**, std::move_iterator<Piece**> >(Piece**) [187]
                0.00    0.00      21/21          Piece** std::__uninitialized_copy_a<std::move_iterator<Piece**>, Piece**, Piece*>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**, std::allocator<Piece*>&) [222]
-----------------------------------------------
                0.00    0.00      21/21          Piece** std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**) [218]
[224]    0.0    0.00    0.00      21         Piece** std::copy<std::move_iterator<Piece**>, Piece**>(std::move_iterator<Piece**>, std::move_iterator<Piece**>, Piece**) [224]
                0.00    0.00      42/42          std::_Miter_base<std::move_iterator<Piece**> >::iterator_type std::__miter_base<std::move_iterator<Piece**> >(std::move_iterator<Piece**>) [186]
                0.00    0.00      21/21          Piece** std::__copy_move_a2<true, Piece**, Piece**>(Piece**, Piece**, Piece**) [220]
-----------------------------------------------
                0.00    0.00      18/18          void std::swap<std::vector<int, std::allocator<int> >*>(std::vector<int, std::allocator<int> >*&, std::vector<int, std::allocator<int> >*&) [239]
